word,part_of_speech,class,definition_en,definition_sn,example_sentence,synonyms,antonyms,source
tichada,verb,,we will love; want; like (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
munoda,verb,,you (plural) love; want; like (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
murikuda,verb,,you (plural) are currently love; want; like (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
mada,verb,,you (plural) love; want; like recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
makada,verb,,you (plural) love; want; like (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
muchada,verb,,you (plural) will love; want; like (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
vanoda,verb,,they love; want; like (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
varikuda,verb,,they are currently love; want; like (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
vada,verb,,they love; want; like recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
vakada,verb,,they love; want; like (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
vachada,verb,,they will love; want; like (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kuda,,,,Morphological Engine (Conjugation of kuda)
ndinonzwa,verb,,I hear; feel; understand (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
ndirikunzwa,verb,,I am currently hear; feel; understand (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
ndanzwa,verb,,I hear; feel; understand recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
ndakanzwa,verb,,I hear; feel; understand (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
ndichanzwa,verb,,I will hear; feel; understand (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
unonzwa,verb,,you (singular) hear; feel; understand (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
urikunzwa,verb,,you (singular) are currently hear; feel; understand (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
wanzwa,verb,,you (singular) hear; feel; understand recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
wakanzwa,verb,,you (singular) hear; feel; understand (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
uchanzwa,verb,,you (singular) will hear; feel; understand (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
anonzwa,verb,,he/she/it hear; feel; understand (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
arikunzwa,verb,,he/she/it is currently hear; feel; understand (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
anzwa,verb,,he/she/it hear; feel; understand recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
akanzwa,verb,,he/she/it hear; feel; understand (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
achanzwa,verb,,he/she/it will hear; feel; understand (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
tinonzwa,verb,,we hear; feel; understand (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
tirikunzwa,verb,,we are currently hear; feel; understand (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
tanzwa,verb,,we hear; feel; understand recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
takanzwa,verb,,we hear; feel; understand (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
tichanzwa,verb,,we will hear; feel; understand (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
munonzwa,verb,,you (plural) hear; feel; understand (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
murikunzwa,verb,,you (plural) are currently hear; feel; understand (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
manzwa,verb,,you (plural) hear; feel; understand recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
makanzwa,verb,,you (plural) hear; feel; understand (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
muchanzwa,verb,,you (plural) will hear; feel; understand (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
vanonzwa,verb,,they hear; feel; understand (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
varikunzwa,verb,,they are currently hear; feel; understand (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
vanzwa,verb,,they hear; feel; understand recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
vakanzwa,verb,,they hear; feel; understand (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
vachanzwa,verb,,they will hear; feel; understand (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kunzwa,,,,Morphological Engine (Conjugation of kunzwa)
ndinotaura,verb,,I speak; talk; converse (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
ndirikutaura,verb,,I am currently speak; talk; converse (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
ndataura,verb,,I speak; talk; converse recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
ndakataura,verb,,I speak; talk; converse (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
ndichataura,verb,,I will speak; talk; converse (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
unotaura,verb,,you (singular) speak; talk; converse (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
urikutaura,verb,,you (singular) are currently speak; talk; converse (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
wataura,verb,,you (singular) speak; talk; converse recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
wakataura,verb,,you (singular) speak; talk; converse (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
uchataura,verb,,you (singular) will speak; talk; converse (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
anotaura,verb,,he/she/it speak; talk; converse (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
arikutaura,verb,,he/she/it is currently speak; talk; converse (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
ataura,verb,,he/she/it speak; talk; converse recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
akataura,verb,,he/she/it speak; talk; converse (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
achataura,verb,,he/she/it will speak; talk; converse (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
tinotaura,verb,,we speak; talk; converse (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
tirikutaura,verb,,we are currently speak; talk; converse (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
tataura,verb,,we speak; talk; converse recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
takataura,verb,,we speak; talk; converse (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
tichataura,verb,,we will speak; talk; converse (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
munotaura,verb,,you (plural) speak; talk; converse (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
murikutaura,verb,,you (plural) are currently speak; talk; converse (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
mataura,verb,,you (plural) speak; talk; converse recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
makataura,verb,,you (plural) speak; talk; converse (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
muchataura,verb,,you (plural) will speak; talk; converse (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
vanotaura,verb,,they speak; talk; converse (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
varikutaura,verb,,they are currently speak; talk; converse (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
vataura,verb,,they speak; talk; converse recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
vakataura,verb,,they speak; talk; converse (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
vachataura,verb,,they will speak; talk; converse (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kutaura,,,,Morphological Engine (Conjugation of kutaura)
ndinonyora,verb,,I write (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kunyora,,,,Morphological Engine (Conjugation of kunyora)
ndirikunyora,verb,,I am currently write (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kunyora,,,,Morphological Engine (Conjugation of kunyora)
ndanyora,verb,,I write recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kunyora,,,,Morphological Engine (Conjugation of kunyora)
ndakanyora,verb,,I write (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kunyora,,,,Morphological Engine (Conjugation of kunyora)
ndichanyora,verb,,I will write (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kunyora,,,,Morphological Engine (Conjugation of kunyora)
unonyora,verb,,you (singular) write (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kunyora,,,,Morphological Engine (Conjugation of kunyora)
urikunyora,verb,,you (singular) are currently write (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kunyora,,,,Morphological Engine (Conjugation of kunyora)
