mwana	child; offspring
makabura	you (plural) steal (to un-v; reverse the action of v) (conjugation: remote past tense)
muchabura	you (plural) will steal (to un-v; reverse the action of v) (conjugation: future tense)
vanobura	they steal (to un-v; reverse the action of v) (conjugation: present habitual tense)
varikubura	they are currently steal (to un-v; reverse the action of v) (conjugation: progressive tense)
vabura	they steal (to un-v; reverse the action of v) recently (conjugation: near past tense)
vakabura	they steal (to un-v; reverse the action of v) (conjugation: remote past tense)
vachabura	they will steal (to un-v; reverse the action of v) (conjugation: future tense)
ndinobatwa	I hold, grasp; touch (to be v-ed) (conjugation: present habitual tense)
ndirikubatwa	I am currently hold, grasp; touch (to be v-ed) (conjugation: progressive tense)
ndabatwa	I hold, grasp; touch (to be v-ed) recently (conjugation: near past tense)
ndakabatwa	I hold, grasp; touch (to be v-ed) (conjugation: remote past tense)
ndichabatwa	I will hold, grasp; touch (to be v-ed) (conjugation: future tense)
unobatwa	you (singular) hold, grasp; touch (to be v-ed) (conjugation: present habitual tense)
urikubatwa	you (singular) are currently hold, grasp; touch (to be v-ed) (conjugation: progressive tense)
wabatwa	you (singular) hold, grasp; touch (to be v-ed) recently (conjugation: near past tense)
wakabatwa	you (singular) hold, grasp; touch (to be v-ed) (conjugation: remote past tense)
uchabatwa	you (singular) will hold, grasp; touch (to be v-ed) (conjugation: future tense)
anobatwa	he/she/it hold, grasp; touch (to be v-ed) (conjugation: present habitual tense)
arikubatwa	he/she/it is currently hold, grasp; touch (to be v-ed) (conjugation: progressive tense)
abatwa	he/she/it hold, grasp; touch (to be v-ed) recently (conjugation: near past tense)
akabatwa	he/she/it hold, grasp; touch (to be v-ed) (conjugation: remote past tense)
achabatwa	he/she/it will hold, grasp; touch (to be v-ed) (conjugation: future tense)
tinobatwa	we hold, grasp; touch (to be v-ed) (conjugation: present habitual tense)
tirikubatwa	we are currently hold, grasp; touch (to be v-ed) (conjugation: progressive tense)
tabatwa	we hold, grasp; touch (to be v-ed) recently (conjugation: near past tense)
takabatwa	we hold, grasp; touch (to be v-ed) (conjugation: remote past tense)
tichabatwa	we will hold, grasp; touch (to be v-ed) (conjugation: future tense)
munobatwa	you (plural) hold, grasp; touch (to be v-ed) (conjugation: present habitual tense)
murikubatwa	you (plural) are currently hold, grasp; touch (to be v-ed) (conjugation: progressive tense)
mabatwa	you (plural) hold, grasp; touch (to be v-ed) recently (conjugation: near past tense)
makabatwa	you (plural) hold, grasp; touch (to be v-ed) (conjugation: remote past tense)
muchabatwa	you (plural) will hold, grasp; touch (to be v-ed) (conjugation: future tense)
vanobatwa	they hold, grasp; touch (to be v-ed) (conjugation: present habitual tense)
varikubatwa	they are currently hold, grasp; touch (to be v-ed) (conjugation: progressive tense)
vabatwa	they hold, grasp; touch (to be v-ed) recently (conjugation: near past tense)
vakabatwa	they hold, grasp; touch (to be v-ed) (conjugation: remote past tense)
vachabatwa	they will hold, grasp; touch (to be v-ed) (conjugation: future tense)
ndinobatisa	I hold, grasp; touch (to cause to v; make v) (conjugation: present habitual tense)
ndirikubatisa	I am currently hold, grasp; touch (to cause to v; make v) (conjugation: progressive tense)
ndabatisa	I hold, grasp; touch (to cause to v; make v) recently (conjugation: near past tense)
ndakabatisa	I hold, grasp; touch (to cause to v; make v) (conjugation: remote past tense)
ndichabatisa	I will hold, grasp; touch (to cause to v; make v) (conjugation: future tense)
unobatisa	you (singular) hold, grasp; touch (to cause to v; make v) (conjugation: present habitual tense)
urikubatisa	you (singular) are currently hold, grasp; touch (to cause to v; make v) (conjugation: progressive tense)
wabatisa	you (singular) hold, grasp; touch (to cause to v; make v) recently (conjugation: near past tense)
wakabatisa	you (singular) hold, grasp; touch (to cause to v; make v) (conjugation: remote past tense)
uchabatisa	you (singular) will hold, grasp; touch (to cause to v; make v) (conjugation: future tense)
anobatisa	he/she/it hold, grasp; touch (to cause to v; make v) (conjugation: present habitual tense)
arikubatisa	he/she/it is currently hold, grasp; touch (to cause to v; make v) (conjugation: progressive tense)
abatisa	he/she/it hold, grasp; touch (to cause to v; make v) recently (conjugation: near past tense)
akabatisa	he/she/it hold, grasp; touch (to cause to v; make v) (conjugation: remote past tense)
achabatisa	he/she/it will hold, grasp; touch (to cause to v; make v) (conjugation: future tense)
tinobatisa	we hold, grasp; touch (to cause to v; make v) (conjugation: present habitual tense)
tirikubatisa	we are currently hold, grasp; touch (to cause to v; make v) (conjugation: progressive tense)
tabatisa	we hold, grasp; touch (to cause to v; make v) recently (conjugation: near past tense)
takabatisa	we hold, grasp; touch (to cause to v; make v) (conjugation: remote past tense)
tichabatisa	we will hold, grasp; touch (to cause to v; make v) (conjugation: future tense)
munobatisa	you (plural) hold, grasp; touch (to cause to v; make v) (conjugation: present habitual tense)
murikubatisa	you (plural) are currently hold, grasp; touch (to cause to v; make v) (conjugation: progressive tense)
mabatisa	you (plural) hold, grasp; touch (to cause to v; make v) recently (conjugation: near past tense)
makabatisa	you (plural) hold, grasp; touch (to cause to v; make v) (conjugation: remote past tense)
muchabatisa	you (plural) will hold, grasp; touch (to cause to v; make v) (conjugation: future tense)
vanobatisa	they hold, grasp; touch (to cause to v; make v) (conjugation: present habitual tense)
varikubatisa	they are currently hold, grasp; touch (to cause to v; make v) (conjugation: progressive tense)
vabatisa	they hold, grasp; touch (to cause to v; make v) recently (conjugation: near past tense)
vakabatisa	they hold, grasp; touch (to cause to v; make v) (conjugation: remote past tense)
vachabatisa	they will hold, grasp; touch (to cause to v; make v) (conjugation: future tense)
ndinobatana	I hold, grasp; touch (to v each other) (conjugation: present habitual tense)
ndirikubatana	I am currently hold, grasp; touch (to v each other) (conjugation: progressive tense)
ndabatana	I hold, grasp; touch (to v each other) recently (conjugation: near past tense)
ndakabatana	I hold, grasp; touch (to v each other) (conjugation: remote past tense)
ndichabatana	I will hold, grasp; touch (to v each other) (conjugation: future tense)
unobatana	you (singular) hold, grasp; touch (to v each other) (conjugation: present habitual tense)
urikubatana	you (singular) are currently hold, grasp; touch (to v each other) (conjugation: progressive tense)
wabatana	you (singular) hold, grasp; touch (to v each other) recently (conjugation: near past tense)
wakabatana	you (singular) hold, grasp; touch (to v each other) (conjugation: remote past tense)
uchabatana	you (singular) will hold, grasp; touch (to v each other) (conjugation: future tense)
anobatana	he/she/it hold, grasp; touch (to v each other) (conjugation: present habitual tense)
arikubatana	he/she/it is currently hold, grasp; touch (to v each other) (conjugation: progressive tense)
abatana	he/she/it hold, grasp; touch (to v each other) recently (conjugation: near past tense)
akabatana	he/she/it hold, grasp; touch (to v each other) (conjugation: remote past tense)
achabatana	he/she/it will hold, grasp; touch (to v each other) (conjugation: future tense)
tinobatana	we hold, grasp; touch (to v each other) (conjugation: present habitual tense)
tirikubatana	we are currently hold, grasp; touch (to v each other) (conjugation: progressive tense)
tabatana	we hold, grasp; touch (to v each other) recently (conjugation: near past tense)
takabatana	we hold, grasp; touch (to v each other) (conjugation: remote past tense)
tichabatana	we will hold, grasp; touch (to v each other) (conjugation: future tense)
munobatana	you (plural) hold, grasp; touch (to v each other) (conjugation: present habitual tense)
murikubatana	you (plural) are currently hold, grasp; touch (to v each other) (conjugation: progressive tense)
mabatana	you (plural) hold, grasp; touch (to v each other) recently (conjugation: near past tense)
makabatana	you (plural) hold, grasp; touch (to v each other) (conjugation: remote past tense)
muchabatana	you (plural) will hold, grasp; touch (to v each other) (conjugation: future tense)
vanobatana	they hold, grasp; touch (to v each other) (conjugation: present habitual tense)
varikubatana	they are currently hold, grasp; touch (to v each other) (conjugation: progressive tense)
vabatana	they hold, grasp; touch (to v each other) recently (conjugation: near past tense)
vakabatana	they hold, grasp; touch (to v each other) (conjugation: remote past tense)
vachabatana	they will hold, grasp; touch (to v each other) (conjugation: future tense)
ndinobatira	I hold, grasp; touch (to v for / at / on behalf of) (conjugation: present habitual tense)
ndirikubatira	I am currently hold, grasp; touch (to v for / at / on behalf of) (conjugation: progressive tense)
ndabatira	I hold, grasp; touch (to v for / at / on behalf of) recently (conjugation: near past tense)
ndakabatira	I hold, grasp; touch (to v for / at / on behalf of) (conjugation: remote past tense)
ndichabatira	I will hold, grasp; touch (to v for / at / on behalf of) (conjugation: future tense)
unobatira	you (singular) hold, grasp; touch (to v for / at / on behalf of) (conjugation: present habitual tense)
urikubatira	you (singular) are currently hold, grasp; touch (to v for / at / on behalf of) (conjugation: progressive tense)
